Provinsi,Kab/Kota,Tipe,Kecamatan,Kode Wilayah
Maluku,Kepulauan Aru,Kab.,Sir-Sir,810706
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),Kab.,Fordata (Yaru),810306
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),Kab.,Kormomolin,810308
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),Kab.,Molu Maru,810318
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),Kab.,Nirunmas,810309
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),Kab.,Selaru,810302
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),Kab.,Tanimbar Selatan,810301
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),Kab.,Tanimbar Utara,810305
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),Kab.,Wermaktian (Wer Maktian),810304
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),Kab.,Wertamrian (Wer Tamrian),810303
Maluku,Kepulauan Tanimbar (Maluku Tenggara Barat),Kab.,Wuar Labobar,810307
Maluku,Maluku Barat Daya,Kab.,Babar Barat (Pulau Pulau Babar),810804
Maluku,Maluku Barat Daya,Kab.,Damer,810802
Maluku,Maluku Barat Daya,Kab.,Dawelor Dawera,810810
Maluku,Maluku Barat Daya,Kab.,Kepulauan Roma (Romang),810816
Maluku,Maluku Barat Daya,Kab.,Kisar Selatan (Pulau Pulau Terselatan),810807
Maluku,Maluku Barat Daya,Kab.,Kisar Utara,810817
Maluku,Maluku Barat Daya,Kab.,Mdona Hyera (Mndona Hiera),810803
Maluku,Maluku Barat Daya,Kab.,Moa (Moa Lakor),810801
Maluku,Maluku Barat Daya,Kab.,Pulau Lakor,810812
Maluku,Maluku Barat Daya,Kab.,Pulau Leti (Letti Moa Lakor),810808
Maluku,Maluku Barat Daya,Kab.,Pulau Masela,810809
Maluku,Maluku Barat Daya,Kab.,Pulau Wetang,810811
Maluku,Maluku Barat Daya,Kab.,Pulau-pulau Babar Timur,810805
Maluku,Maluku Barat Daya,Kab.,Wetar Barat,810814
Maluku,Maluku Barat Daya,Kab.,Wetar Selatan,810806
Maluku,Maluku Barat Daya,Kab.,Wetar Timur,810815
Maluku,Maluku Barat Daya,Kab.,Wetar Utara,810813
Maluku,Maluku Tengah,Kab.,Amahai,810101
Maluku,Maluku Tengah,Kab.,Banda,810109
Maluku,Maluku Tengah,Kab.,Kota Masohi,810117
Maluku,Maluku Tengah,Kab.,Leihitu,810115
Maluku,Maluku Tengah,Kab.,Leihitu Barat,810122
Maluku,Maluku Tengah,Kab.,Nusa Laut,810116
Maluku,Maluku Tengah,Kab.,Pulau Haruku,810113
Maluku,Maluku Tengah,Kab.,Salahutu,810114
Maluku,Maluku Tengah,Kab.,Saparua,810112
Maluku,Maluku Tengah,Kab.,Saparua Timur,810126
Maluku,Maluku Tengah,Kab.,Seram Utara,810106
Maluku,Maluku Tengah,Kab.,Seram Utara Barat,810120
Maluku,Maluku Tengah,Kab.,Seram Utara Timur Kobi,810125
Maluku,Maluku Tengah,Kab.,Seram Utara Timur Seti,810124
Maluku,Maluku Tengah,Kab.,Tehoru,810111
Maluku,Maluku Tengah,Kab.,Teluk Elpaputih,810121
Maluku,Maluku Tengah,Kab.,Telutih,810123
Maluku,Maluku Tengah,Kab.,Teon Nila Serua,810102
Maluku,Maluku Tenggara,Kab.,Hoat Sorbay,810216
Maluku,Maluku Tenggara,Kab.,Kei Besar,810203
Maluku,Maluku Tenggara,Kab.,Kei Besar Selatan,810204
Maluku,Maluku Tenggara,Kab.,Kei Besar Selatan Barat,810218
Maluku,Maluku Tenggara,Kab.,Kei Besar Utara Barat,810217
Maluku,Maluku Tenggara,Kab.,Kei Besar Utara Timur,810205
Maluku,Maluku Tenggara,Kab.,Kei Kecil,810201
Maluku,Maluku Tenggara,Kab.,Kei Kecil Barat,810214
Maluku,Maluku Tenggara,Kab.,Kei Kecil Timur,810213
Maluku,Maluku Tenggara,Kab.,Kei Kecil Timur Selatan,810219
Maluku,Maluku Tenggara,Kab.,Manyeuw,810215
Maluku,Seram Bagian Barat,Kab.,Amalatu,810605
Maluku,Seram Bagian Barat,Kab.,Elpaputih,810611
Maluku,Seram Bagian Barat,Kab.,Huamual,810608
Maluku,Seram Bagian Barat,Kab.,Huamual Belakang,810604
Maluku,Seram Bagian Barat,Kab.,Inamosol,810606
Maluku,Seram Bagian Barat,Kab.,Kairatu,810601
Maluku,Seram Bagian Barat,Kab.,Kairatu Barat,810607
Maluku,Seram Bagian Barat,Kab.,Kepulauan Manipa,810609
Maluku,Seram Bagian Barat,Kab.,Seram Barat,810602
Maluku,Seram Bagian Barat,Kab.,Taniwel,810603
Maluku,Seram Bagian Barat,Kab.,Taniwel Timur,810610
Maluku,Seram Bagian Timur,Kab.,Bula,810501
Maluku,Seram Bagian Timur,Kab.,Bula Barat,810512
Maluku,Seram Bagian Timur,Kab.,Gorom Timur,810511
Maluku,Seram Bagian Timur,Kab.,Kian Darat,810513
Maluku,Seram Bagian Timur,Kab.,Kilmury,810508
Maluku,Seram Bagian Timur,Kab.,Pulau Gorom,810504
Maluku,Seram Bagian Timur,Kab.,Pulau Panjang,810509
Maluku,Seram Bagian Timur,Kab.,Seram Timur,810502
Maluku,Seram Bagian Timur,Kab.,Siritaun Wida Timur,810514
Maluku,Seram Bagian Timur,Kab.,Siwalalat,810507
Maluku,Seram Bagian Timur,Kab.,Teluk Waru,810515
Maluku,Seram Bagian Timur,Kab.,Teor,810510
Maluku,Seram Bagian Timur,Kab.,Tutuk Tolu,810506
Maluku,Seram Bagian Timur,Kab.,Wakate,810505
Maluku,Seram Bagian Timur,Kab.,Werinama,810503
Maluku,Tual,Kota,Kur Selatan,817205
Maluku,Tual,Kota,Pulau Dullah Selatan,817202
Maluku,Tual,Kota,Pulau Dullah Utara,817201
Maluku,Tual,Kota,Pulau-Pulau Kur,817204
Maluku,Tual,Kota,Tayando Tam,817203
Maluku Utara,Halmahera Barat,Kab.,Ibu,820103
Maluku Utara,Halmahera Barat,Kab.,Ibu Selatan,820108
Maluku Utara,Halmahera Barat,Kab.,Ibu Utara,820107
Maluku Utara,Halmahera Barat,Kab.,Jailolo,820101
Maluku Utara,Halmahera Barat,Kab.,Jailolo Selatan,820105
Maluku Utara,Halmahera Barat,Kab.,Loloda,820102
Maluku Utara,Halmahera Barat,Kab.,Loloda Tengah,820110
Maluku Utara,Halmahera Barat,Kab.,Sahu,820104
Maluku Utara,Halmahera Barat,Kab.,Sahu Timur,820109
Maluku Utara,Halmahera Selatan,Kab.,Bacan,820408
Maluku Utara,Halmahera Selatan,Kab.,Bacan Barat,820409
Maluku Utara,Halmahera Selatan,Kab.,Bacan Barat Utara,820414
Maluku Utara,Halmahera Selatan,Kab.,Bacan Selatan,820417
Maluku Utara,Halmahera Selatan,Kab.,Bacan Timur,820407
Maluku Utara,Halmahera Selatan,Kab.,Bacan Timur Selatan,820421
Maluku Utara,Halmahera Selatan,Kab.,Bacan Timur Tengah,820422
Maluku Utara,Halmahera Selatan,Kab.,Gane Barat,820404
Maluku Utara,Halmahera Selatan,Kab.,Gane Barat Selatan,820423
Maluku Utara,Halmahera Selatan,Kab.,Gane Barat Utara,820424
Maluku Utara,Halmahera Selatan,Kab.,Gane Timur,820403
Maluku Utara,Halmahera Selatan,Kab.,Gane Timur Selatan,820426
Maluku Utara,Halmahera Selatan,Kab.,Gane Timur Tengah,820427
Maluku Utara,Halmahera Selatan,Kab.,Kasiruta Barat,820415
Maluku Utara,Halmahera Selatan,Kab.,Kasiruta Timur,820416
Maluku Utara,Halmahera Selatan,Kab.,Kayoa,820402
Maluku Utara,Halmahera Selatan,Kab.,Kayoa Barat,820411
Maluku Utara,Halmahera Selatan,Kab.,Kayoa Selatan,820412
Maluku Utara,Halmahera Selatan,Kab.,Kayoa Utara,820413
Maluku Utara,Halmahera Selatan,Kab.,Kepulauan Botanglomang,820418
Maluku Utara,Halmahera Selatan,Kab.,Kepulauan Joronga,820425
Maluku Utara,Halmahera Selatan,Kab.,Makian Barat,820410
Maluku Utara,Halmahera Selatan,Kab.,Mandioli Selatan,820419
Maluku Utara,Halmahera Selatan,Kab.,Mandioli Utara,820420
Maluku Utara,Halmahera Selatan,Kab.,Obi,820406
Maluku Utara,Halmahera Selatan,Kab.,Obi Barat,820428
Maluku Utara,Halmahera Selatan,Kab.,Obi Selatan,820405
Maluku Utara,Halmahera Selatan,Kab.,Obi Timur,820429
Maluku Utara,Halmahera Selatan,Kab.,Obi Utara,820430
Maluku Utara,Halmahera Selatan,Kab.,Pulau Makian,820401
Maluku Utara,Halmahera Tengah,Kab.,Patani,820202
Maluku Utara,Halmahera Tengah,Kab.,Patani Barat,820208
Maluku Utara,Halmahera Tengah,Kab.,Patani Timur,820210
Maluku Utara,Halmahera Tengah,Kab.,Patani Utara,820206
Maluku Utara,Halmahera Tengah,Kab.,Pulau Gebe,820203
Maluku Utara,Halmahera Tengah,Kab.,Weda,820201
Maluku Utara,Halmahera Tengah,Kab.,Weda Selatan,820205
Maluku Utara,Halmahera Tengah,Kab.,Weda Tengah,820207
Maluku Utara,Halmahera Tengah,Kab.,Weda Timur,820209
Maluku Utara,Halmahera Tengah,Kab.,Weda Utara,820204
Maluku Utara,Halmahera Timur,Kab.,Kota Maba,820610
Maluku Utara,Halmahera Timur,Kab.,Maba,820602
Maluku Utara,Halmahera Timur,Kab.,Maba Selatan,820603
Maluku Utara,Halmahera Timur,Kab.,Maba Tengah,820608
Maluku Utara,Halmahera Timur,Kab.,Maba Utara,820609
Maluku Utara,Halmahera Timur,Kab.,Wasile,820601
Maluku Utara,Halmahera Timur,Kab.,Wasile Selatan,820604
Maluku Utara,Halmahera Timur,Kab.,Wasile Tengah,820605
Maluku Utara,Halmahera Timur,Kab.,Wasile Timur,820607
Maluku Utara,Halmahera Timur,Kab.,Wasile Utara,820606
Maluku Utara,Halmahera Utara,Kab.,Galela,820304
Maluku Utara,Halmahera Utara,Kab.,Galela Barat,820314
Maluku Utara,Halmahera Utara,Kab.,Galela Selatan,820316
Maluku Utara,Halmahera Utara,Kab.,Galela Utara,820315
Maluku Utara,Halmahera Utara,Kab.,Kao,820307
Maluku Utara,Halmahera Utara,Kab.,Kao Barat,820321
Maluku Utara,Halmahera Utara,Kab.,Kao Teluk,820322
Maluku Utara,Halmahera Utara,Kab.,Kao Utara,820320
Maluku Utara,Halmahera Utara,Kab.,Loloda Kepulauan,820319
Maluku Utara,Halmahera Utara,Kab.,Loloda Utara,820309
Maluku Utara,Halmahera Utara,Kab.,Malifut,820308
Maluku Utara,Halmahera Utara,Kab.,Tobelo,820305
Maluku Utara,Halmahera Utara,Kab.,Tobelo Barat,820313
Maluku Utara,Halmahera Utara,Kab.,Tobelo Selatan,820306
Maluku Utara,Halmahera Utara,Kab.,Tobelo Tengah,820311
Maluku Utara,Halmahera Utara,Kab.,Tobelo Timur,820312
Maluku Utara,Halmahera Utara,Kab.,Tobelo Utara,820310
Maluku Utara,Kepulauan Sula,Kab.,Mangoli Barat,820506
Maluku Utara,Kepulauan Sula,Kab.,Mangoli Selatan,820512
Maluku Utara,Kepulauan Sula,Kab.,Mangoli Tengah,820511
Maluku Utara,Kepulauan Sula,Kab.,Mangoli Timur,820501
Maluku Utara,Kepulauan Sula,Kab.,Mangoli Utara,820513
Maluku Utara,Kepulauan Sula,Kab.,Mangoli Utara Timur,820510
Maluku Utara,Kepulauan Sula,Kab.,Sanana,820502
Maluku Utara,Kepulauan Sula,Kab.,Sanana Utara,820518
Maluku Utara,Kepulauan Sula,Kab.,Sulabesi Barat,820503
Maluku Utara,Kepulauan Sula,Kab.,Sulabesi Selatan,820509
Maluku Utara,Kepulauan Sula,Kab.,Sulabesi Tengah,820507
Maluku Utara,Kepulauan Sula,Kab.,Sulabesi Timur,820508
Maluku Utara,Pulau Morotai,Kab.,Morotai Jaya,820703
Maluku Utara,Pulau Morotai,Kab.,Morotai Selatan,820701
Maluku Utara,Pulau Morotai,Kab.,Morotai Selatan Barat,820702
Maluku Utara,Pulau Morotai,Kab.,Morotai Timur,820705
Maluku Utara,Pulau Morotai,Kab.,Morotai Utara,820704
Maluku Utara,Pulau Morotai,Kab.,Pulau Rao,820706
Maluku Utara,Pulau Taliabu,Kab.,Lede,820803
Maluku Utara,Pulau Taliabu,Kab.,Tabona,820808
Maluku Utara,Pulau Taliabu,Kab.,Taliabu Barat,820801
Maluku Utara,Pulau Taliabu,Kab.,Taliabu Barat Laut,820802
Maluku Utara,Pulau Taliabu,Kab.,Taliabu Selatan,820807
Maluku Utara,Pulau Taliabu,Kab.,Taliabu Timur,820805
Maluku Utara,Pulau Taliabu,Kab.,Taliabu Timur Selatan,820806
Maluku Utara,Pulau Taliabu,Kab.,Taliabu Utara,820804
Maluku Utara,Ternate,Kota,Kota Ternate Selatan,827102
Maluku Utara,Ternate,Kota,Kota Ternate Tengah,827106
Maluku Utara,Ternate,Kota,Kota Ternate Utara,827103
Maluku Utara,Ternate,Kota,Moti,827104
Maluku Utara,Ternate,Kota,Pulau Batang Dua,827105
Maluku Utara,Ternate,Kota,Pulau Hiri,827107
Maluku Utara,Ternate,Kota,Pulau Ternate,827101
Maluku Utara,Ternate,Kota,Ternate Barat,827108
Maluku Utara,Tidore Kepulauan,Kota,Oba,827203
Maluku Utara,Tidore Kepulauan,Kota,Oba Selatan,827207
Maluku Utara,Tidore Kepulauan,Kota,Oba Tengah,827206
Maluku Utara,Tidore Kepulauan,Kota,Oba Utara,827202
Maluku Utara,Tidore Kepulauan,Kota,Tidore,827201
Maluku Utara,Tidore Kepulauan,Kota,Tidore Selatan,827204
Maluku Utara,Tidore Kepulauan,Kota,Tidore Timur,827208
Maluku Utara,Tidore Kepulauan,Kota,Tidore Utara,827205
Nusa Tenggara Barat (NTB),Bima,Kab.,Ambalawi,520610
Nusa Tenggara Barat (NTB),Bima,Kab.,Belo,520604
Nusa Tenggara Barat (NTB),Bima,Kab.,Bolo,520602
Nusa Tenggara Barat (NTB),Bima,Kab.,Donggo,520608
Nusa Tenggara Barat (NTB),Bima,Kab.,Lambitu,520617
Nusa Tenggara Barat (NTB),Bima,Kab.,Lambu,520612
Nusa Tenggara Barat (NTB),Bima,Kab.,Langgudu,520611
Nusa Tenggara Barat (NTB),Bima,Kab.,Madapangga,520613
Nusa Tenggara Barat (NTB),Bima,Kab.,Monta,520601
Nusa Tenggara Barat (NTB),Bima,Kab.,Palibelo,520618
Nusa Tenggara Barat (NTB),Bima,Kab.,Parado,520616
Nusa Tenggara Barat (NTB),Bima,Kab.,Sanggar,520609
Nusa Tenggara Barat (NTB),Bima,Kab.,Sape,520606
Nusa Tenggara Barat (NTB),Bima,Kab.,Soromandi,520615
Nusa Tenggara Barat (NTB),Bima,Kab.,Tambora,520614
Nusa Tenggara Barat (NTB),Bima,Kab.,Wawo,520605
Nusa Tenggara Barat (NTB),Bima,Kab.,Wera,520607
Nusa Tenggara Barat (NTB),Bima,Kab.,Woha,520603
Nusa Tenggara Barat (NTB),Bima,Kota,Asakota,527203
Nusa Tenggara Barat (NTB),Bima,Kota,Mpunda,527205
Nusa Tenggara Barat (NTB),Bima,Kota,Raba,527204
Nusa Tenggara Barat (NTB),Bima,Kota,Rasanae Barat,527201
Nusa Tenggara Barat (NTB),Bima,Kota,Rasanae Timur,527202
Nusa Tenggara Barat (NTB),Dompu,Kab.,Dompu,520501
Nusa Tenggara Barat (NTB),Dompu,Kab.,Hu'u,520503
Nusa Tenggara Barat (NTB),Dompu,Kab.,Kempo,520502
Nusa Tenggara Barat (NTB),Dompu,Kab.,Kilo,520504
Nusa Tenggara Barat (NTB),Dompu,Kab.,Manggalewa,520507
Nusa Tenggara Barat (NTB),Dompu,Kab.,Pajo,520508
Nusa Tenggara Barat (NTB),Dompu,Kab.,Pekat,520506
Nusa Tenggara Barat (NTB),Dompu,Kab.,Woja,520505
Nusa Tenggara Barat (NTB),Lombok Barat,Kab.,Batu Layar,520114
Nusa Tenggara Barat (NTB),Lombok Barat,Kab.,Gerung,520101
Nusa Tenggara Barat (NTB),Lombok Barat,Kab.,Gunungsari,520109
Nusa Tenggara Barat (NTB),Lombok Barat,Kab.,Kediri,520102
Nusa Tenggara Barat (NTB),Lombok Barat,Kab.,Kuripan,520115
Nusa Tenggara Barat (NTB),Lombok Barat,Kab.,Labuapi,520108
Nusa Tenggara Barat (NTB),Lombok Barat,Kab.,Lembar,520113
Nusa Tenggara Barat (NTB),Lombok Barat,Kab.,Lingsar,520112
Nusa Tenggara Barat (NTB),Lombok Barat,Kab.,Narmada,520103
Nusa Tenggara Barat (NTB),Lombok Barat,Kab.,Sekotong,520107
Nusa Tenggara Barat (NTB),Lombok Tengah,Kab.,Batukliang,520203
Nusa Tenggara Barat (NTB),Lombok Tengah,Kab.,Batukliang Utara,520212
Nusa Tenggara Barat (NTB),Lombok Tengah,Kab.,Janapria,520207
Nusa Tenggara Barat (NTB),Lombok Tengah,Kab.,Jonggat,520202
Nusa Tenggara Barat (NTB),Lombok Tengah,Kab.,Kopang,520209
Nusa Tenggara Barat (NTB),Lombok Tengah,Kab.,Praya,520201
Nusa Tenggara Barat (NTB),Lombok Tengah,Kab.,Praya Barat,520205
Nusa Tenggara Barat (NTB),Lombok Tengah,Kab.,Praya Barat Daya,520211
Nusa Tenggara Barat (NTB),Lombok Tengah,Kab.,Praya Tengah,520210
Nusa Tenggara Barat (NTB),Lombok Tengah,Kab.,Praya Timur,520206
Nusa Tenggara Barat (NTB),Lombok Tengah,Kab.,Pringgarata,520208
Nusa Tenggara Barat (NTB),Lombok Tengah,Kab.,Pujut,520204
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Aikmel,520309
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Jerowaru,520320
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Keruak,520301
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Labuhan Haji,520317
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Lenek,520321
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Masbagik,520305
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Montong Gading,520311
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Pringgabaya,520308
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Pringgasela,520312
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Sakra,520302
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Sakra Barat,520319
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Sakra Timur,520318
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Sambelia (Sambalia),520310
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Selong,520307
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Sembalun,520315
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Sikur,520304
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Sukamulia,520306
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Suralaga,520313
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Suwela (Suela),520316
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Terara,520303
Nusa Tenggara Barat (NTB),Lombok Timur,Kab.,Wanasaba,520314
Nusa Tenggara Barat (NTB),Lombok Utara,Kab.,Bayan,520804
Nusa Tenggara Barat (NTB),Lombok Utara,Kab.,Gangga,520802
Nusa Tenggara Barat (NTB),Lombok Utara,Kab.,Kayangan,520803
Nusa Tenggara Barat (NTB),Lombok Utara,Kab.,Pemenang,520805
Nusa Tenggara Barat (NTB),Lombok Utara,Kab.,Tanjung,520801
Nusa Tenggara Barat (NTB),Mataram,Kota,Ampenan,527101
Nusa Tenggara Barat (NTB),Mataram,Kota,Cakranegara,527103
Nusa Tenggara Barat (NTB),Mataram,Kota,Mataram,527102
Nusa Tenggara Barat (NTB),Mataram,Kota,Sandubaya (Sandujaya),527106
Nusa Tenggara Barat (NTB),Mataram,Kota,Sekarbela,527104
Nusa Tenggara Barat (NTB),Mataram,Kota,Selaprang (Selaparang),527105
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Alas,520405
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Alas Barat,520417
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Batu Lanteh (Batulanteh),520407
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Buer,520420
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Empang,520414
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Labangka,520419
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Labuhan Badas,520418
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Lantung,520429
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Lape (Lape Lopok),520412
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Lenangguar,520427
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Lopok,520426
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Lunyuk,520402
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Maronge,520424
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Moyo Hilir,520409
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Moyo Hulu,520410
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Moyo Utara,520423
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Orong Telu,520428
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Plampang,520413
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Rhee,520421
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Ropang,520411
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Sumbawa,520408
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Tarano,520425
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Unter Iwes (Unterwiris),520422
Nusa Tenggara Barat (NTB),Sumbawa,Kab.,Utan,520406
Nusa Tenggara Barat (NTB),Sumbawa Barat,Kab.,Brang Ene,520707
Nusa Tenggara Barat (NTB),Sumbawa Barat,Kab.,Brang Rea,520705
Nusa Tenggara Barat (NTB),Sumbawa Barat,Kab.,Jereweh,520701
Nusa Tenggara Barat (NTB),Sumbawa Barat,Kab.,Maluk,520708
Nusa Tenggara Barat (NTB),Sumbawa Barat,Kab.,Poto Tano,520706
Nusa Tenggara Barat (NTB),Sumbawa Barat,Kab.,Sekongkang,520704
Nusa Tenggara Barat (NTB),Sumbawa Barat,Kab.,Seteluk (Sateluk),520703
Nusa Tenggara Barat (NTB),Sumbawa Barat,Kab.,Taliwang,520702
Nusa Tenggara Timur (NTT),Alor,Kab.,Abad Selatan,530518
Nusa Tenggara Timur (NTT),Alor,Kab.,Alor Barat Daya,530503
Nusa Tenggara Timur (NTT),Alor,Kab.,Alor Barat Laut,530502
Nusa Tenggara Timur (NTT),Alor,Kab.,Alor Selatan,530504
Nusa Tenggara Timur (NTT),Alor,Kab.,Alor Tengah Utara,530507
Nusa Tenggara Timur (NTT),Alor,Kab.,Alor Timur,530505
Nusa Tenggara Timur (NTT),Alor,Kab.,Alor Timur Laut,530508
Nusa Tenggara Timur (NTT),Alor,Kab.,Kabola,530510
Nusa Tenggara Timur (NTT),Alor,Kab.,Lembur,530515
Nusa Tenggara Timur (NTT),Alor,Kab.,Mataru,530512
Nusa Tenggara Timur (NTT),Alor,Kab.,Pantar,530506
Nusa Tenggara Timur (NTT),Alor,Kab.,Pantar Barat,530509
Nusa Tenggara Timur (NTT),Alor,Kab.,Pantar Baru Laut,530517
Nusa Tenggara Timur (NTT),Alor,Kab.,Pantar Tengah,530516
Nusa Tenggara Timur (NTT),Alor,Kab.,Pantar Timur,530514
Nusa Tenggara Timur (NTT),Alor,Kab.,Pulau Pura,530511
Nusa Tenggara Timur (NTT),Alor,Kab.,Pureman,530513
Nusa Tenggara Timur (NTT),Alor,Kab.,Teluk Mutiara,530501
Nusa Tenggara Timur (NTT),Belu,Kab.,Atambua Barat,530421
Nusa Tenggara Timur (NTT),Belu,Kab.,Atambua Selatan,530422
Nusa Tenggara Timur (NTT),Belu,Kab.,Kakuluk Mesak,530405
Nusa Tenggara Timur (NTT),Belu,Kab.,Kota Atambua (Atambua Kota),530412
Nusa Tenggara Timur (NTT),Belu,Kab.,Lamaknen,530401
Nusa Tenggara Timur (NTT),Belu,Kab.,Lamaknen Selatan,530418
Nusa Tenggara Timur (NTT),Belu,Kab.,Lasiolat,530417
Nusa Tenggara Timur (NTT),Belu,Kab.,Nanaet Duabesi,530423
Nusa Tenggara Timur (NTT),Belu,Kab.,Raihat,530403
Nusa Tenggara Timur (NTT),Belu,Kab.,Raimanuk,530413
Nusa Tenggara Timur (NTT),Belu,Kab.,Tasifeto Barat,530404
Nusa Tenggara Timur (NTT),Belu,Kab.,Tasifeto Timur,530402
Nusa Tenggara Timur (NTT),Ende,Kab.,Detukeli,530815
Nusa Tenggara Timur (NTT),Ende,Kab.,Detusoko,530806
Nusa Tenggara Timur (NTT),Ende,Kab.,Ende,530803
Nusa Tenggara Timur (NTT),Ende,Kab.,Ende Selatan,530804
Nusa Tenggara Timur (NTT),Ende,Kab.,Ende Tengah,530819
Nusa Tenggara Timur (NTT),Ende,Kab.,Ende Timur,530820
Nusa Tenggara Timur (NTT),Ende,Kab.,Ende Utara,530818
Nusa Tenggara Timur (NTT),Ende,Kab.,Kelimutu,530814
Nusa Tenggara Timur (NTT),Ende,Kab.,Kota Baru,530813
Nusa Tenggara Timur (NTT),Ende,Kab.,Lepembusu Kelisoke,530821
Nusa Tenggara Timur (NTT),Ende,Kab.,Lio Timur,530812
Nusa Tenggara Timur (NTT),Ende,Kab.,Maukaro,530811
Nusa Tenggara Timur (NTT),Ende,Kab.,Maurole,530810
Nusa Tenggara Timur (NTT),Ende,Kab.,Nangapanda,530801
Nusa Tenggara Timur (NTT),Ende,Kab.,Ndona,530805
Nusa Tenggara Timur (NTT),Ende,Kab.,Ndona Timur,530816
Nusa Tenggara Timur (NTT),Ende,Kab.,Ndori,530817
Nusa Tenggara Timur (NTT),Ende,Kab.,Pulau Ende,530802
Nusa Tenggara Timur (NTT),Ende,Kab.,Wewaria,530807
Nusa Tenggara Timur (NTT),Ende,Kab.,Wolojita,530809
Nusa Tenggara Timur (NTT),Ende,Kab.,Wolowaru,530808
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Adonara,530617
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Adonara Barat,530608
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Adonara Tengah,530618
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Adonara Timur,530610
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Demon Pagong,530614
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Ile Boleng,530613
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Ile Bura,530616
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Ile Mandiri,530604
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Kelubagolit,530611
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Larantuka,530603
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Lewolema,530615
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Solor Barat,530606
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Solor Selatan,530619
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Solor Timur,530607
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Tanjung Bunga,530605
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Titehena,530602
Nusa Tenggara Timur (NTT),Flores Timur,Kab.,Witihama,530612
